geo,year,country,recycling_rate,waste_generated_kg_pc,landfill_kg_pc,incineration_kg_pc,material_recycling_kg_pc,compost_digest_kg_pc,circular_material_use_rate,resource_productivity,environmental_tax_gdp,gdp_pc_eur,household_consumption_pc_eur,population_density,landfill_rate_proxy,incineration_rate_proxy,material_recycling_rate_proxy,compost_digest_rate_proxy,recycling_rate_lag1,recycling_rate_lag2,waste_generated_kg_pc_lag1,waste_generated_kg_pc_lag2,landfill_rate_proxy_lag1,landfill_rate_proxy_lag2,incineration_rate_proxy_lag1,incineration_rate_proxy_lag2,material_recycling_rate_proxy_lag1,material_recycling_rate_proxy_lag2,compost_digest_rate_proxy_lag1,compost_digest_rate_proxy_lag2,circular_material_use_rate_lag1,circular_material_use_rate_lag2,resource_productivity_lag1,resource_productivity_lag2,environmental_tax_gdp_lag1,environmental_tax_gdp_lag2,gdp_pc_eur_lag1,gdp_pc_eur_lag2,household_consumption_pc_eur_lag1,household_consumption_pc_eur_lag2,population_density_lag1,population_density_lag2,recycling_rate_trend_3y,landfill_rate_trend_3y,incineration_rate_trend_3y,ec_eea_2025_risk_label
HU,2021,Hungary,34.9,420.0,214.0,52.0,107.0,40.0,5.0,0.9955,2.03,16090,7830,106.9,50.95238095238095,12.380952380952381,25.476190476190474,9.523809523809524,32.0,35.9,406.0,390.0,54.1871921182266,50.76923076923077,12.068965517241379,13.58974358974359,22.167487684729064,26.666666666666668,9.852216748768473,9.23076923076923,5.1,5.5,0.921,0.8322,2.18,2.28,14370.0,15200.0,7140.0,7470.0,107.1,107.1,-0.8333333333333334,0.4042658730158711,-0.3869047619047616,1
HU,2022,Hungary,32.8,407.0,225.0,48.0,101.0,32.0,4.9,1.0982,1.88,17550,8840,105.3,55.28255528255528,11.793611793611793,24.815724815724817,7.862407862407863,34.9,32.0,420.0,406.0,50.95238095238095,54.1871921182266,12.380952380952381,12.068965517241379,25.476190476190474,22.167487684729064,9.523809523809524,9.852216748768473,5.0,5.1,0.9955,0.921,2.03,2.18,16090.0,14370.0,7830.0,7140.0,106.9,107.1,-1.0333333333333339,1.5044415044415043,-0.5987105987105986,1
HU,2023,Hungary,33.4,429.0,233.0,53.0,83.0,60.0,6.8,1.1054,2.18,20540,10100,105.1,54.312354312354316,12.354312354312354,19.34731934731935,13.986013986013987,32.8,34.9,407.0,420.0,55.28255528255528,50.95238095238095,11.793611793611793,12.380952380952381,24.815724815724817,25.476190476190474,7.862407862407863,9.523809523809524,4.9,5.0,1.0982,0.9955,1.88,2.03,17550.0,16090.0,8840.0,7830.0,105.3,106.9,0.4666666666666662,0.04172073137590596,0.09511561235699162,1
IE,2005,Ireland,31.1,731.0,441.0,0.0,216.0,12.0,,1.1117,2.48,40940,17860,60.8,60.32831737346101,0.0,29.548563611491108,1.6415868673050615,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
IE,2006,Ireland,33.1,792.0,463.0,0.0,249.0,13.0,,1.1066,2.42,43310,18980,62.5,58.45959595959596,0.0,31.439393939393938,1.6414141414141414,31.1,,731.0,,60.32831737346101,,0.0,,29.548563611491108,,1.6415868673050615,,,,1.1117,,2.48,,40940.0,,17860.0,,60.8,,,,,1
IE,2007,Ireland,34.1,772.0,458.0,0.0,246.0,18.0,,1.1169,2.45,44790,20240,64.3,59.32642487046632,0.0,31.865284974093264,2.33160621761658,33.1,31.1,792.0,731.0,58.45959595959596,60.32831737346101,0.0,0.0,31.439393939393938,29.548563611491108,1.6414141414141414,1.6415868673050615,,,1.1066,1.1117,2.42,2.48,43310.0,40940.0,18980.0,17860.0,62.5,60.8,,,,1
IE,2008,Ireland,33.6,718.0,432.0,18.0,218.0,24.0,,1.2286,2.3,41660,20150,65.6,60.16713091922006,2.5069637883008355,30.362116991643454,3.3426183844011144,34.1,33.1,772.0,792.0,59.32642487046632,58.45959595959596,0.0,0.0,31.865284974093264,31.439393939393938,2.33160621761658,1.6414141414141414,,,1.1169,1.1066,2.45,2.42,44790.0,43310.0,20240.0,18980.0,64.3,62.5,0.8333333333333334,-0.0537288180803183,0.8356545961002785,1
IE,2009,Ireland,33.5,651.0,380.0,24.0,199.0,19.0,,1.5223,2.27,37350,17660,66.3,58.37173579109063,3.686635944700461,30.568356374807987,2.9185867895545314,33.6,34.1,718.0,772.0,60.16713091922006,59.32642487046632,2.5069637883008355,0.0,30.362116991643454,31.865284974093264,3.3426183844011144,2.33160621761658,,,1.2286,1.1169,2.3,2.45,41660.0,44790.0,20150.0,20240.0,65.6,64.3,0.13333333333333286,-0.029286722835109913,1.228878648233487,1
IE,2010,Ireland,35.7,624.0,328.0,24.0,200.0,23.0,1.9,1.7508,2.45,36680,17350,66.7,52.56410256410256,3.8461538461538463,32.05128205128205,3.6858974358974357,33.5,33.6,651.0,718.0,58.37173579109063,60.16713091922006,3.686635944700461,2.5069637883008355,30.568356374807987,30.362116991643454,2.9185867895545314,3.3426183844011144,,,1.5223,1.2286,2.27,2.3,37350.0,41660.0,17660.0,20150.0,66.3,65.6,0.5333333333333338,-2.2541074354545856,1.2820512820512822,1
IE,2011,Ireland,36.1,616.0,293.0,43.0,188.0,34.0,2.2,2.0601,2.43,37810,17170,67.0,47.564935064935064,6.98051948051948,30.51948051948052,5.51948051948052,35.7,33.5,624.0,651.0,52.56410256410256,58.37173579109063,3.8461538461538463,3.686635944700461,32.05128205128205,30.568356374807987,3.6858974358974357,2.9185867895545314,1.9,,1.7508,1.5223,2.45,2.27,36680.0,37350.0,17350.0,17660.0,66.7,66.3,0.8333333333333334,-4.200731951428331,1.4911852307395481,1
IE,2012,Ireland,36.6,585.0,223.0,93.0,180.0,34.0,1.9,2.0458,2.36,38420,17170,67.3,38.11965811965812,15.897435897435898,30.76923076923077,5.811965811965812,36.1,35.7,616.0,624.0,47.564935064935064,52.56410256410256,6.98051948051948,3.8461538461538463,30.51948051948052,32.05128205128205,5.51948051948052,3.6858974358974357,2.2,1.9,2.0601,1.7508,2.43,2.45,37810.0,36680.0,17170.0,17350.0,67.0,66.7,1.0333333333333339,-6.75069255714417,4.070266650911813,1
IE,2013,Ireland,,,,,,,1.9,1.9569,2.43,39590,17370,67.6,,,,,36.6,36.1,585.0,616.0,38.11965811965812,47.564935064935064,15.897435897435898,6.98051948051948,30.76923076923077,30.51948051948052,5.811965811965812,5.51948051948052,1.9,2.2,2.0458,2.0601,2.36,2.43,38420.0,37810.0,17170.0,17170.0,67.3,67.0,,,,1
IE,2014,Ireland,39.8,562.0,115.0,192.0,185.0,39.0,2.2,2.1872,2.34,43120,17890,67.8,20.462633451957295,34.163701067615655,32.91814946619217,6.93950177935943,,36.6,,585.0,,38.11965811965812,,15.897435897435898,,30.76923076923077,,5.811965811965812,1.9,1.9,1.9569,2.0458,2.43,2.36,39590.0,38420.0,17370.0,17170.0,67.6,67.3,1.2333333333333318,-9.034100537659256,9.061060529032058,1
IE,2015,Ireland,,,,,,,2.1,2.6392,1.83,57980,18380,68.5,,,,,39.8,,562.0,,20.462633451957295,,34.163701067615655,,32.91814946619217,,6.93950177935943,,2.2,1.9,2.1872,1.9569,2.34,2.43,43120.0,39590.0,17890.0,17370.0,67.8,67.6,,,,1
IE,2016,Ireland,40.7,580.0,149.0,170.0,196.0,40.0,2.0,2.4897,1.85,58060,19030,69.3,25.689655172413794,29.310344827586206,33.793103448275865,6.896551724137931,,39.8,,562.0,,20.462633451957295,,34.163701067615655,,32.91814946619217,,6.93950177935943,2.1,2.2,2.6392,2.1872,1.83,2.34,57980.0,43120.0,18380.0,17890.0,68.5,67.8,,,,1
IE,2017,Ireland,40.4,573.0,129.0,182.0,181.0,51.0,1.9,2.595,1.7,63960,19590,70.0,22.513089005235603,31.762652705061083,31.588132635253054,8.900523560209423,40.7,,580.0,,25.689655172413794,,29.310344827586206,,33.793103448275865,,6.896551724137931,,2.0,2.1,2.4897,2.6392,1.85,1.83,58060.0,57980.0,19030.0,18380.0,69.3,68.5,0.20000000000000048,0.6834851844261026,-0.8003494541848575,1
IE,2018,Ireland,37.7,595.0,85.0,254.0,174.0,50.0,1.9,2.6216,1.53,68530,20680,70.9,14.285714285714286,42.6890756302521,29.243697478991596,8.403361344537815,40.4,40.7,573.0,580.0,22.513089005235603,25.689655172413794,31.762652705061083,29.310344827586206,31.588132635253054,33.793103448275865,8.900523560209423,6.896551724137931,1.9,2.0,2.595,2.4897,1.7,1.85,63960.0,58060.0,19590.0,19030.0,70.0,69.3,,,,1
IE,2019,Ireland,37.4,620.0,95.0,284.0,172.0,59.0,1.8,2.6983,1.39,73230,21270,71.9,15.32258064516129,45.806451612903224,27.741935483870968,9.516129032258064,37.7,40.4,595.0,573.0,14.285714285714286,22.513089005235603,42.6890756302521,31.762652705061083,29.243697478991596,31.588132635253054,8.403361344537815,8.900523560209423,1.9,1.9,2.6216,2.595,1.53,1.7,68530.0,63960.0,20680.0,19590.0,70.9,70.0,-1.1000000000000014,-3.455691509084168,5.49870226177234,1
IE,2020,Ireland,40.8,637.0,103.0,268.0,188.0,70.0,1.8,3.1076,1.18,75820,18830,71.9,16.16954474097331,42.072213500784926,29.513343799058084,10.989010989010989,37.4,37.7,620.0,595.0,15.32258064516129,14.285714285714286,45.806451612903224,42.6890756302521,27.741935483870968,29.243697478991596,9.516129032258064,8.403361344537815,1.8,1.9,2.6983,2.6216,1.39,1.53,73230.0,68530.0,21270.0,20680.0,71.9,70.9,0.13333333333333286,-2.1145147547540972,3.436520265241281,1
IE,2021,Ireland,41.3,619.0,99.0,257.0,159.0,94.0,2.0,3.5988,1.11,88070,20880,72.6,15.993537964458804,41.51857835218094,25.68659127625202,15.18578352180937,40.8,37.4,637.0,620.0,16.16954474097331,15.32258064516129,42.072213500784926,45.806451612903224,29.513343799058084,27.741935483870968,10.989010989010989,9.516129032258064,1.8,1.8,3.1076,2.6983,1.18,1.39,75820.0,73230.0,18830.0,21270.0,71.9,71.9,1.1999999999999982,0.569274559581506,-0.39016575935705333,1
IE,2022,Ireland,41.5,612.0,88.0,262.0,158.0,92.0,2.1,3.7129,0.85,100140,24350,75.9,14.379084967320262,42.810457516339866,25.81699346405229,15.032679738562091,41.3,40.8,619.0,637.0,15.993537964458804,16.16954474097331,41.51857835218094,42.072213500784926,25.68659127625202,29.513343799058084,15.18578352180937,10.989010989010989,2.0,1.8,3.5988,3.1076,1.11,1.18,88070.0,75820.0,20880.0,18830.0,72.6,71.9,1.3666666666666671,-0.3144985592803427,-0.9986646988544526,1
IE,2023,Ireland,41.9,590.0,85.0,251.0,153.0,90.0,2.1,3.6309,0.94,99080,27130,77.4,14.40677966101695,42.54237288135593,25.93220338983051,15.254237288135593,41.5,41.3,612.0,619.0,14.379084967320262,15.993537964458804,42.810457516339866,41.51857835218094,25.81699346405229,25.68659127625202,15.032679738562091,15.18578352180937,2.1,2.0,3.7129,3.5988,0.85,1.11,100140.0,88070.0,24350.0,20880.0,75.9,72.6,0.36666666666666714,-0.5875883599854538,0.15671979352366824,1
IT,2005,Italy,18.5,544.0,294.0,66.0,63.0,38.0,,2.0886,2.88,25770,15170,196.4,54.044117647058826,12.132352941176471,11.580882352941176,6.985294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
IT,2006,Italy,19.2,557.0,299.0,71.0,65.0,42.0,,2.0799,2.86,26710,15730,197.0,53.680430879712745,12.746858168761221,11.669658886894075,7.540394973070018,18.5,,544.0,,54.044117647058826,,12.132352941176471,,11.580882352941176,,6.985294117647059,,,,2.0886,,2.88,,25770.0,,15170.0,,196.4,,,,,0
IT,2007,Italy,25.0,554.0,288.0,69.0,94.0,44.0,,2.15,2.73,27600,16180,198.0,51.985559566787,12.454873646209386,16.967509025270758,7.9422382671480145,19.2,18.5,557.0,544.0,53.680430879712745,54.044117647058826,12.746858168761221,12.132352941176471,11.669658886894075,11.580882352941176,7.540394973070018,6.985294117647059,,,2.0799,2.0886,2.86,2.88,26710.0,25770.0,15730.0,15170.0,197.0,196.4,,,,0
IT,2008,Italy,23.8,548.0,271.0,74.0,78.0,52.0,,2.2009,2.6,27760,16380,199.3,49.45255474452555,13.503649635036496,14.233576642335766,9.489051094890511,25.0,19.2,554.0,557.0,51.985559566787,53.680430879712745,12.454873646209386,12.746858168761221,16.967509025270758,11.669658886894075,7.9422382671480145,7.540394973070018,,,2.15,2.0799,2.73,2.86,27600.0,26710.0,16180.0,15730.0,198.0,197.0,1.7666666666666668,-1.530520967511092,0.4570988979533415,0
IT,2009,Italy,29.7,539.0,261.0,80.0,101.0,59.0,,2.3305,2.99,26600,15980,200.2,48.42300556586271,14.84230055658627,18.738404452690165,10.946196660482375,23.8,25.0,548.0,554.0,49.45255474452555,51.985559566787,13.503649635036496,12.454873646209386,14.233576642335766,16.967509025270758,9.489051094890511,7.9422382671480145,,,2.2009,2.15,2.6,2.73,27760.0,27600.0,16380.0,16180.0,199.3,198.0,3.5,-1.7524751046166784,0.6984807959416829,0
IT,2010,Italy,31.0,542.0,251.0,91.0,102.0,66.0,11.3,2.4533,2.92,27050,16320,200.9,46.309963099631,16.789667896678967,18.819188191881917,12.177121771217712,29.7,23.8,539.0,548.0,48.42300556586271,49.45255474452555,14.84230055658627,13.503649635036496,18.738404452690165,14.233576642335766,10.946196660482375,9.489051094890511,,,2.3305,2.2009,2.99,2.6,26600.0,27760.0,15980.0,16380.0,200.2,199.3,2.0,-1.8918654890520017,1.444931416823194,0
IT,2011,Italy,35.5,523.0,220.0,93.0,119.0,66.0,11.5,2.4634,3.17,27610,16770,201.2,42.06500956022945,17.782026768642446,22.753346080305928,12.619502868068833,31.0,29.7,542.0,539.0,46.309963099631,48.42300556586271,16.789667896678967,14.84230055658627,18.819188191881917,18.738404452690165,12.177121771217712,10.946196660482375,11.3,,2.4533,2.3305,2.92,2.99,27050.0,26600.0,16320.0,15980.0,200.9,200.2,3.9,-2.462515061432034,1.4261257112019834,0
IT,2012,Italy,38.4,498.0,195.0,92.0,119.0,72.0,13.6,2.756,3.54,27130,16550,201.8,39.1566265060241,18.473895582329316,23.895582329317268,14.457831325301205,35.5,31.0,523.0,542.0,42.06500956022945,46.309963099631,17.782026768642446,16.789667896678967,22.753346080305928,18.819188191881917,12.619502868068833,12.177121771217712,11.5,11.3,2.4634,2.4533,3.17,2.92,27610.0,27050.0,16770.0,16320.0,201.2,200.9,2.9,-3.088793019946204,1.210531675247682,0
IT,2013,Italy,39.4,490.0,181.0,99.0,122.0,72.0,15.6,3.1728,3.58,26880,16320,199.4,36.93877551020408,20.20408163265306,24.897959183673468,14.693877551020408,38.4,35.5,498.0,523.0,39.1566265060241,42.06500956022945,18.473895582329316,17.782026768642446,23.895582329317268,22.753346080305928,14.457831325301205,12.619502868068833,13.6,11.5,2.756,2.4634,3.54,3.17,27130.0,27610.0,16550.0,16770.0,201.8,201.2,2.7999999999999994,-3.123729196475639,1.1381379119913646,0
IT,2014,Italy,41.6,492.0,155.0,97.0,124.0,81.0,15.7,3.219,3.8,27120,16410,206.0,31.504065040650406,19.715447154471544,25.203252032520325,16.463414634146343,39.4,38.4,490.0,498.0,36.93877551020408,39.1566265060241,20.20408163265306,18.473895582329316,24.897959183673468,23.895582329317268,14.693877551020408,14.457831325301205,15.6,13.6,3.1728,2.756,3.58,3.54,26880.0,27130.0,16320.0,16550.0,199.4,201.8,2.0333333333333337,-3.520314839859681,0.6444734619430328,0
IT,2015,Italy,44.3,490.0,130.0,100.0,131.0,86.0,16.7,3.3231,3.58,27620,16760,205.8,26.53061224489796,20.408163265306122,26.73469387755102,17.551020408163264,41.6,39.4,492.0,490.0,31.504065040650406,36.93877551020408,19.715447154471544,20.20408163265306,25.203252032520325,24.897959183673468,16.463414634146343,14.693877551020408,15.7,15.6,3.219,3.1728,3.8,3.58,27120.0,26880.0,16410.0,16320.0,206.0,199.4,1.9666666666666661,-4.208671420375379,0.644755894325602,0
IT,2016,Italy,45.9,501.0,124.0,98.0,135.0,95.0,17.3,3.3552,3.63,28360,17010,205.4,24.75049900199601,19.560878243512974,26.94610778443114,18.962075848303392,44.3,41.6,490.0,492.0,26.53061224489796,31.504065040650406,20.408163265306122,19.715447154471544,26.73469387755102,25.203252032520325,17.551020408163264,16.463414634146343,16.7,15.7,3.3231,3.219,3.58,3.8,27620.0,27120.0,16760.0,16410.0,205.8,206.0,2.1666666666666665,-4.062758836069357,-0.21440112971336234,0
IT,2017,Italy,47.8,493.0,115.0,94.0,137.0,98.0,17.9,3.416,3.44,29070,17480,203.3,23.32657200811359,19.066937119675455,27.789046653144016,19.878296146044626,45.9,44.3,501.0,490.0,24.75049900199601,26.53061224489796,19.560878243512974,20.408163265306122,26.94610778443114,26.73469387755102,18.962075848303392,17.551020408163264,17.3,16.7,3.3552,3.3231,3.63,3.58,28360.0,27620.0,17010.0,16760.0,205.4,205.8,2.066666666666665,-2.725831010845605,-0.2161700115986965,0
IT,2018,Italy,49.8,504.0,108.0,96.0,145.0,106.0,18.3,3.4289,3.38,29690,17840,202.9,21.428571428571427,19.047619047619047,28.76984126984127,21.03174603174603,47.8,45.9,493.0,501.0,23.32657200811359,24.75049900199601,19.066937119675455,19.560878243512974,27.789046653144016,26.94610778443114,19.878296146044626,18.962075848303392,17.9,17.3,3.416,3.3552,3.44,3.63,29070.0,28360.0,17480.0,17010.0,203.3,205.4,1.8333333333333333,-1.700680272108844,-0.45351473922902485,0
IT,2019,Italy,51.4,503.0,105.0,99.0,151.0,107.0,18.7,3.427,3.45,30200,18040,201.5,20.87475149105368,19.681908548707753,30.019880715705764,21.272365805168985,49.8,47.8,504.0,493.0,21.428571428571427,23.32657200811359,19.047619047619047,19.066937119675455,28.76984126984127,27.789046653144016,21.03174603174603,19.878296146044626,18.3,17.9,3.4289,3.416,3.38,3.44,29690.0,29070.0,17840.0,17480.0,202.9,203.3,1.8333333333333333,-1.2919158369807764,0.040343435064926325,0
IT,2020,Italy,51.4,487.0,98.0,94.0,135.0,116.0,20.1,3.3325,3.25,28100,16260,200.6,20.123203285420946,19.301848049281315,27.720739219712527,23.81930184804928,51.4,49.8,503.0,504.0,20.87475149105368,21.428571428571427,19.681908548707753,19.047619047619047,30.019880715705764,28.76984126984127,21.272365805168985,21.03174603174603,18.7,18.3,3.427,3.4289,3.45,3.38,30200.0,29690.0,18040.0,17840.0,201.5,202.9,1.2000000000000004,-1.0677895742308816,0.07830364320195334,0
IT,2021,Italy,51.9,495.0,95.0,95.0,137.0,119.0,19.3,3.3101,3.04,31160,17550,199.6,19.19191919191919,19.19191919191919,27.67676767676768,24.04040404040404,51.4,51.4,487.0,503.0,20.123203285420946,20.87475149105368,19.301848049281315,19.681908548707753,27.720739219712527,30.019880715705764,23.81930184804928,21.272365805168985,20.1,18.7,3.3325,3.427,3.25,3.45,28100.0,30200.0,16260.0,18040.0,200.6,201.5,0.7000000000000005,-0.7455507455507456,0.04810004810004761,0
IT,2022,Italy,53.3,486.0,88.0,90.0,141.0,118.0,20.2,3.4384,2.27,33860,19770,198.1,18.106995884773664,18.51851851851852,29.012345679012345,24.279835390946502,51.9,51.4,495.0,487.0,19.19191919191919,20.123203285420946,19.19191919191919,19.301848049281315,27.67676767676768,27.720739219712527,24.04040404040404,23.81930184804928,19.3,20.1,3.3101,3.3325,3.04,3.25,31160.0,28100.0,17550.0,16260.0,199.6,200.6,0.6333333333333329,-0.9225852020933386,-0.38779667672974466,0
IT,2023,Italy,50.8,489.0,78.0,94.0,146.0,102.0,21.1,3.7101,2.53,36330,20880,198.1,15.950920245398773,19.222903885480573,29.856850715746422,20.858895705521473,53.3,51.9,486.0,495.0,18.106995884773664,19.19191919191919,18.51851851851852,19.19191919191919,29.012345679012345,27.67676767676768,24.279835390946502,24.04040404040404,20.2,19.3,3.4384,3.3101,2.27,3.04,33860.0,31160.0,19770.0,17550.0,198.1,199.6,-0.20000000000000048,-1.3907610133407242,-0.02631472126691392,0
LT,2005,Lithuania,1.9,387.0,353.0,0.0,4.0,3.0,,0.7097,2.29,6320,4060,53.0,91.21447028423772,0.0,1.0335917312661498,0.7751937984496124,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
LT,2006,Lithuania,1.9,405.0,370.0,0.0,4.0,3.0,,0.7569,1.81,7340,4710,52.2,91.35802469135803,0.0,0.9876543209876543,0.7407407407407407,1.9,,387.0,,91.21447028423772,,0.0,,1.0335917312661498,,0.7751937984496124,,,,0.7097,,2.29,,6320.0,,4060.0,,53.0,,,,,1
LT,2007,Lithuania,7.5,419.0,385.0,0.0,25.0,7.0,,0.7105,1.75,8990,5680,51.6,91.8854415274463,0.0,5.966587112171838,1.6706443914081146,1.9,1.9,405.0,387.0,91.35802469135803,91.21447028423772,0.0,0.0,0.9876543209876543,1.0335917312661498,0.7407407407407407,0.7751937984496124,,,0.7569,0.7097,1.81,2.29,7340.0,6320.0,4710.0,4060.0,52.2,53.0,,,,1
LT,2008,Lithuania,8.4,428.0,387.0,0.0,31.0,5.0,,0.6861,1.63,10220,6610,51.0,90.42056074766356,0.0,7.242990654205608,1.1682242990654206,7.5,1.9,419.0,405.0,91.8854415274463,91.35802469135803,0.0,0.0,5.966587112171838,0.9876543209876543,1.6706443914081146,0.7407407407407407,,,0.7105,0.7569,1.75,1.81,8990.0,7340.0,5680.0,4710.0,51.6,52.2,2.1666666666666665,-0.2646365121913874,0.0,1
LT,2009,Lithuania,8.5,381.0,345.0,0.0,27.0,5.0,,0.8667,2.01,8530,5760,50.5,90.55118110236221,0.0,7.086614173228346,1.3123359580052494,8.4,7.5,428.0,419.0,90.42056074766356,91.8854415274463,0.0,0.0,7.242990654205608,5.966587112171838,1.1682242990654206,1.6706443914081146,,,0.6861,0.7105,1.63,1.75,10220.0,8990.0,6610.0,5680.0,51.0,51.6,2.1999999999999997,-0.268947862998606,0.0,1
LT,2010,Lithuania,4.9,404.0,348.0,0.0,14.0,6.0,3.9,0.79,1.85,8930,5720,49.4,86.13861386138613,0.0,3.4653465346534653,1.4851485148514851,8.5,8.4,381.0,428.0,90.55118110236221,90.42056074766356,0.0,0.0,7.086614173228346,7.242990654205608,1.3123359580052494,1.1682242990654206,,,0.8667,0.6861,2.01,1.63,8530.0,10220.0,5760.0,6610.0,50.5,51.0,-0.8666666666666666,-1.9156092220200567,0.0,1
LT,2011,Lithuania,20.0,442.0,341.0,2.0,81.0,8.0,3.6,0.7742,1.7,10260,6340,48.3,77.14932126696833,0.45248868778280543,18.32579185520362,1.8099547511312217,4.9,8.5,404.0,381.0,86.13861386138613,90.55118110236221,0.0,0.0,3.4653465346534653,7.086614173228346,1.4851485148514851,1.3123359580052494,3.9,,0.79,0.8667,1.85,2.01,8930.0,8530.0,5720.0,5760.0,49.4,50.5,3.8666666666666667,-4.423746493565076,0.15082956259426847,1
LT,2012,Lithuania,23.5,445.0,325.0,0.0,87.0,17.0,3.8,0.8808,1.67,11120,6840,47.7,73.03370786516854,0.0,19.55056179775281,3.8202247191011236,20.0,4.9,442.0,404.0,77.14932126696833,86.13861386138613,0.45248868778280543,0.0,18.32579185520362,3.4653465346534653,1.8099547511312217,1.4851485148514851,3.6,3.9,0.7742,0.79,1.7,1.85,10260.0,8930.0,6340.0,5720.0,48.3,49.4,5.0,-5.839157745731224,0.0,1
LT,2013,Lithuania,27.8,432.0,270.0,31.0,88.0,32.0,3.1,0.7571,1.73,11780,7220,47.2,62.5,7.175925925925926,20.37037037037037,7.407407407407407,23.5,20.0,445.0,442.0,73.03370786516854,77.14932126696833,0.0,0.45248868778280543,19.55056179775281,18.32579185520362,3.8202247191011236,1.8099547511312217,3.8,3.6,0.8808,0.7742,1.67,1.7,11120.0,10260.0,6840.0,6340.0,47.7,48.3,7.633333333333333,-7.879537953795378,2.391975308641975,1
LT,2014,Lithuania,30.5,432.0,254.0,38.0,91.0,41.0,3.7,0.8369,1.81,12400,7580,46.8,58.7962962962963,8.796296296296296,21.064814814814813,9.49074074074074,27.8,23.5,432.0,445.0,62.5,73.03370786516854,7.175925925925926,0.0,20.37037037037037,19.55056179775281,7.407407407407407,3.8202247191011236,3.1,3.8,0.7571,0.8808,1.73,1.67,11780.0,11120.0,7220.0,6840.0,47.2,47.7,3.5,-6.11767499022401,2.78126920283783,1
LT,2015,Lithuania,33.2,447.0,241.0,51.0,102.0,45.0,4.1,0.8608,1.89,12860,7880,46.4,53.914988814317674,11.409395973154362,22.818791946308725,10.06711409395973,30.5,27.8,432.0,432.0,58.7962962962963,62.5,8.796296296296296,7.175925925925926,21.064814814814813,20.37037037037037,9.49074074074074,7.407407407407407,3.7,3.1,0.8369,0.7571,1.81,1.73,12400.0,11780.0,7580.0,7220.0,46.8,47.2,3.2333333333333343,-6.372906350283621,3.8031319910514543,1
LT,2016,Lithuania,48.0,442.0,132.0,77.0,109.0,104.0,4.6,0.8536,2.0,13490,8370,45.8,29.86425339366516,17.420814479638008,24.660633484162897,23.529411764705884,33.2,30.5,447.0,432.0,53.914988814317674,58.7962962962963,11.409395973154362,8.796296296296296,22.818791946308725,21.064814814814813,10.06711409395973,9.49074074074074,4.1,3.7,0.8608,0.8369,1.89,1.81,12860.0,12400.0,7880.0,7580.0,46.4,46.8,6.733333333333333,-10.878582202111614,3.4149628512373607,1
LT,2017,Lithuania,48.1,453.0,148.0,83.0,109.0,108.0,4.4,0.7976,1.96,14870,9060,45.2,32.671081677704194,18.322295805739515,24.061810154525386,23.841059602649008,48.0,33.2,442.0,447.0,29.86425339366516,53.914988814317674,17.420814479638008,11.409395973154362,24.660633484162897,22.818791946308725,23.529411764705884,10.06711409395973,4.6,4.1,0.8536,0.8608,2.0,1.89,13490.0,12860.0,8370.0,7880.0,45.8,46.4,5.866666666666667,-8.708404872864035,3.1753331698144063,1
LT,2018,Lithuania,52.6,461.0,114.0,58.0,112.0,131.0,4.3,0.851,2.03,16300,9710,44.7,24.72885032537961,12.581344902386117,24.295010845986983,28.41648590021692,48.1,48.0,453.0,442.0,32.671081677704194,29.86425339366516,18.322295805739515,17.420814479638008,24.061810154525386,24.660633484162897,23.841059602649008,23.529411764705884,4.4,4.6,0.7976,0.8536,1.96,2.0,14870.0,13490.0,9060.0,8370.0,45.2,45.8,6.466666666666666,-9.728712829646021,0.3906496430772517,1
LT,2019,Lithuania,49.7,469.0,101.0,69.0,129.0,104.0,3.9,0.8339,2.03,17520,10230,44.6,21.535181236673775,14.712153518123667,27.505330490405118,22.174840085287848,52.6,48.1,461.0,453.0,24.72885032537961,32.671081677704194,12.581344902386117,18.322295805739515,24.295010845986983,24.061810154525386,28.41648590021692,23.841059602649008,4.3,4.4,0.851,0.7976,2.03,1.96,16300.0,14870.0,9710.0,9060.0,44.7,45.2,0.5666666666666677,-2.7763573856637946,-0.9028869871714468,1
LT,2020,Lithuania,45.3,480.0,78.0,124.0,117.0,100.0,4.0,0.7888,2.09,17890,10020,44.6,16.25,25.833333333333332,24.375,20.833333333333332,49.7,52.6,469.0,461.0,21.535181236673775,24.72885032537961,14.712153518123667,12.581344902386117,27.505330490405118,24.295010845986983,22.174840085287848,28.41648590021692,3.9,4.3,0.8339,0.851,2.03,2.03,17520.0,16300.0,10230.0,9710.0,44.6,44.7,-0.9333333333333348,-5.473693892568065,2.503679175864606,1
LT,2021,Lithuania,44.3,479.0,74.0,168.0,126.0,85.0,4.1,0.809,1.99,20190,11340,44.6,15.448851774530272,35.07306889352818,26.304801670146137,17.745302713987474,45.3,49.7,480.0,469.0,16.25,21.535181236673775,25.833333333333332,14.712153518123667,24.375,27.505330490405118,20.833333333333332,22.174840085287848,4.0,3.9,0.7888,0.8339,2.09,2.03,17890.0,17520.0,10020.0,10230.0,44.6,44.6,-2.766666666666668,-3.093332850283113,7.497241330380688,1
