geo,year,country,recycling_rate,waste_generated_kg_pc,landfill_kg_pc,incineration_kg_pc,material_recycling_kg_pc,compost_digest_kg_pc,circular_material_use_rate,resource_productivity,environmental_tax_gdp,gdp_pc_eur,household_consumption_pc_eur,population_density,landfill_rate_proxy,incineration_rate_proxy,material_recycling_rate_proxy,compost_digest_rate_proxy,recycling_rate_lag1,recycling_rate_lag2,waste_generated_kg_pc_lag1,waste_generated_kg_pc_lag2,landfill_rate_proxy_lag1,landfill_rate_proxy_lag2,incineration_rate_proxy_lag1,incineration_rate_proxy_lag2,material_recycling_rate_proxy_lag1,material_recycling_rate_proxy_lag2,compost_digest_rate_proxy_lag1,compost_digest_rate_proxy_lag2,circular_material_use_rate_lag1,circular_material_use_rate_lag2,resource_productivity_lag1,resource_productivity_lag2,environmental_tax_gdp_lag1,environmental_tax_gdp_lag2,gdp_pc_eur_lag1,gdp_pc_eur_lag2,household_consumption_pc_eur_lag1,household_consumption_pc_eur_lag2,population_density_lag1,population_density_lag2,recycling_rate_trend_3y,landfill_rate_trend_3y,incineration_rate_trend_3y,ec_eea_2025_risk_label
DK,2011,Denmark,42.4,862.0,22.0,474.0,245.0,121.0,7.0,1.9789,4.01,44540,21500,129.7,2.5522041763341066,54.988399071925755,28.422273781902554,14.037122969837586,,48.8,,762.0,,3.1496062992125986,,48.16272965879265,,31.10236220472441,,17.58530183727034,8.0,,2.1769,2.0089,4.01,3.98,43880.0,42060.0,21070.0,20400.0,128.7,128.2,-1.8333333333333333,-0.4344058368042938,2.2652093291961344,0
DK,2012,Denmark,42.5,806.0,18.0,446.0,217.0,125.0,6.4,1.971,3.97,45490,22020,130.4,2.2332506203473947,55.33498759305211,26.923076923076923,15.508684863523573,42.4,,862.0,,2.5522041763341066,,54.988399071925755,,28.422273781902554,,14.037122969837586,,7.0,8.0,1.9789,2.1769,4.01,4.01,44540.0,43880.0,21500.0,21070.0,129.7,128.7,-2.099999999999999,-0.30545189295506797,2.3907526447531544,0
DK,2013,Denmark,43.3,813.0,14.0,447.0,222.0,130.0,7.7,2.1162,4.12,46240,22380,130.8,1.7220172201722017,54.981549815498155,27.30627306273063,15.990159901599016,42.5,42.4,806.0,862.0,2.2332506203473947,2.5522041763341066,55.33498759305211,54.988399071925755,26.923076923076923,28.422273781902554,15.508684863523573,14.037122969837586,6.4,7.0,1.971,1.9789,3.97,4.01,45490.0,44540.0,22020.0,21500.0,130.4,129.7,,,,0
DK,2014,Denmark,45.4,808.0,12.0,430.0,226.0,141.0,9.0,2.1329,4.01,47070,22360,131.5,1.4851485148514851,53.21782178217822,27.97029702970297,17.45049504950495,43.3,42.5,813.0,806.0,1.7220172201722017,2.2332506203473947,54.981549815498155,55.33498759305211,27.30627306273063,26.923076923076923,15.990159901599016,15.508684863523573,7.7,6.4,2.1162,1.971,4.12,3.97,46240.0,45490.0,22380.0,22020.0,130.8,130.4,1.0,-0.35568522049420714,-0.5901924299158452,0
DK,2015,Denmark,47.4,822.0,11.0,422.0,239.0,151.0,8.3,2.0924,3.98,47900,22670,132.4,1.338199513381995,51.338199513381994,29.07542579075426,18.369829683698295,45.4,43.3,808.0,813.0,1.4851485148514851,1.7220172201722017,53.21782178217822,54.981549815498155,27.97029702970297,27.30627306273063,17.45049504950495,15.990159901599016,9.0,7.7,2.1329,2.1162,4.01,4.12,47070.0,46240.0,22360.0,22380.0,131.5,130.8,1.6333333333333329,-0.29835036898846656,-1.3322626932233728,0
DK,2016,Denmark,48.3,830.0,10.0,419.0,248.0,153.0,7.8,2.0402,3.93,49270,23290,136.4,1.2048192771084338,50.48192771084337,29.879518072289155,18.433734939759034,47.4,45.4,822.0,808.0,1.338199513381995,1.4851485148514851,51.338199513381994,53.21782178217822,29.07542579075426,27.97029702970297,18.369829683698295,17.45049504950495,8.3,9.0,2.0924,2.1329,3.98,4.01,47900.0,47070.0,22670.0,22360.0,132.4,131.5,1.6666666666666667,-0.1723993143545893,-1.4998740348849278,0
DK,2017,Denmark,47.6,820.0,8.0,421.0,236.0,154.0,7.9,2.0681,3.67,51060,24020,137.3,0.975609756097561,51.34146341463415,28.78048780487805,18.78048780487805,48.3,47.4,830.0,822.0,1.2048192771084338,1.338199513381995,50.48192771084337,51.338199513381994,29.879518072289155,29.07542579075426,18.433734939759034,18.369829683698295,7.8,8.3,2.0402,2.0924,3.93,3.98,49270.0,47900.0,23290.0,22670.0,136.4,132.4,0.7333333333333343,-0.16984625291797473,-0.6254527891813572,0
DK,2018,Denmark,49.9,814.0,9.0,397.0,263.0,143.0,8.0,2.0954,3.59,51950,24860,138.0,1.1056511056511056,48.77149877149877,32.30958230958231,17.56756756756757,47.6,48.3,820.0,830.0,0.975609756097561,1.2048192771084338,51.34146341463415,50.48192771084337,28.78048780487805,29.879518072289155,18.78048780487805,18.433734939759034,7.9,7.8,2.0681,2.0402,3.67,3.93,51060.0,49270.0,24020.0,23290.0,137.3,136.4,0.8333333333333334,-0.07751613591029649,-0.8555669139610748,0
DK,2019,Denmark,51.5,844.0,8.0,401.0,283.0,152.0,7.6,2.1149,3.32,53040,25370,138.5,0.9478672985781991,47.51184834123223,33.53080568720379,18.009478672985782,49.9,47.6,814.0,820.0,1.1056511056511056,0.975609756097561,48.77149877149877,51.34146341463415,32.30958230958231,28.78048780487805,17.56756756756757,18.78048780487805,8.0,7.9,2.0954,2.0681,3.59,3.67,51950.0,51060.0,24860.0,24020.0,138.0,137.3,1.0666666666666675,-0.08565065951007826,-0.9900264565370472,0
DK,2020,Denmark,45.0,814.0,7.0,435.0,208.0,158.0,7.5,2.1095,3.17,53540,25080,138.5,0.85995085995086,53.43980343980344,25.552825552825553,19.41031941031941,51.5,49.9,844.0,814.0,0.9478672985781991,1.1056511056511056,47.51184834123223,48.77149877149877,33.53080568720379,32.30958230958231,18.009478672985782,17.56756756756757,7.6,8.0,2.1149,2.0954,3.32,3.59,53040.0,51950.0,25370.0,24860.0,138.5,138.0,-0.8666666666666671,-0.03855296538223366,0.6994466750564309,0
DK,2021,Denmark,49.0,800.0,13.0,395.0,199.0,192.0,8.4,2.1503,2.83,58640,26930,138.9,1.625,49.375,24.875,24.0,45.0,51.5,814.0,844.0,0.85995085995086,0.9478672985781991,53.43980343980344,47.51184834123223,25.552825552825553,33.53080568720379,19.41031941031941,18.009478672985782,7.5,7.6,2.1095,2.1149,3.17,3.32,53540.0,53040.0,25080.0,25370.0,138.5,138.5,-0.29999999999999954,0.17311629811629814,0.20116707616707666,0
DK,2022,Denmark,50.3,759.0,12.0,363.0,197.0,181.0,9.1,2.0746,2.3,64430,28130,140.6,1.5810276679841897,47.82608695652174,25.95520421607378,23.847167325428195,49.0,45.0,800.0,814.0,1.625,0.85995085995086,49.375,53.43980343980344,24.875,25.552825552825553,24.0,19.41031941031941,8.4,7.5,2.1503,2.1095,2.83,3.17,58640.0,53540.0,26930.0,25080.0,138.9,138.5,-0.40000000000000097,0.21105345646866355,0.10474620509650379,0
DK,2023,Denmark,46.6,759.0,14.0,387.0,204.0,145.0,9.3,2.3311,2.07,62910,28000,141.6,1.844532279314888,50.98814229249012,26.877470355731226,19.104084321475625,50.3,49.0,759.0,800.0,1.5810276679841897,1.625,47.82608695652174,49.375,25.95520421607378,24.875,23.847167325428195,24.0,9.1,8.4,2.0746,2.1503,2.3,2.83,64430.0,58640.0,28130.0,26930.0,140.6,138.9,0.5333333333333338,0.328193806454676,-0.8172203824377746,0
EE,2005,Estonia,22.7,433.0,273.0,0.0,90.0,8.0,,0.5802,2.25,8350,4540,31.2,63.04849884526559,0.0,20.785219399538107,1.8475750577367205,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EE,2006,Estonia,17.4,398.0,277.0,1.0,52.0,17.0,,0.6008,2.18,10050,5440,31.0,69.59798994974874,0.25125628140703515,13.06532663316583,4.271356783919598,22.7,,433.0,,63.04849884526559,,0.0,,20.785219399538107,,1.8475750577367205,,,,0.5802,,2.25,,8350.0,,4540.0,,31.2,,,,,1
EE,2007,Estonia,23.1,449.0,291.0,1.0,91.0,13.0,,0.5471,2.21,12210,6400,30.9,64.81069042316258,0.22271714922049,20.267260579064587,2.89532293986637,17.4,22.7,398.0,433.0,69.59798994974874,63.04849884526559,0.25125628140703515,0.0,13.06532663316583,20.785219399538107,4.271356783919598,1.8475750577367205,,,0.6008,0.5802,2.18,2.25,10050.0,8350.0,5440.0,4540.0,31.0,31.2,,,,1
EE,2008,Estonia,20.2,392.0,249.0,1.0,58.0,21.0,,0.5933,2.39,12420,6620,30.8,63.52040816326531,0.25510204081632654,14.795918367346939,5.357142857142857,23.1,17.4,449.0,398.0,64.81069042316258,69.59798994974874,0.22271714922049,0.25125628140703515,20.267260579064587,13.06532663316583,2.89532293986637,4.271356783919598,,,0.5471,0.6008,2.21,2.18,12210.0,10050.0,6400.0,5440.0,30.9,31.0,-0.8333333333333334,0.1573031059999058,0.08503401360544217,1
EE,2009,Estonia,21.0,339.0,215.0,0.0,39.0,32.0,,0.523,3.14,10580,5640,30.7,63.42182890855457,0.0,11.504424778761061,9.43952802359882,20.2,23.1,392.0,449.0,63.52040816326531,64.81069042316258,0.25510204081632654,0.22271714922049,14.795918367346939,20.267260579064587,5.357142857142857,2.89532293986637,,,0.5933,0.5471,2.39,2.21,12420.0,12210.0,6620.0,6400.0,30.8,30.9,1.2000000000000004,-2.058720347064721,-0.08375209380234505,1
EE,2010,Estonia,18.0,305.0,201.0,0.0,31.0,24.0,9.0,0.5409,3.29,11060,5800,30.7,65.90163934426229,0.0,10.163934426229508,7.868852459016393,21.0,20.2,339.0,392.0,63.42182890855457,63.52040816326531,0.0,0.25510204081632654,11.504424778761061,14.795918367346939,9.43952802359882,5.357142857142857,,,0.523,0.5933,3.14,2.39,10580.0,12420.0,5640.0,6620.0,30.7,30.8,-1.7000000000000004,0.3636496403665698,-0.07423904974016333,1
EE,2011,Estonia,23.3,301.0,180.0,0.0,44.0,27.0,14.5,0.5404,2.99,12590,6350,30.6,59.800664451827245,0.0,14.617940199335548,8.970099667774086,18.0,21.0,305.0,339.0,65.90163934426229,63.42182890855457,0.0,0.0,10.163934426229508,11.504424778761061,7.868852459016393,9.43952802359882,9.0,,0.5409,0.523,3.29,3.14,11060.0,10580.0,5800.0,5640.0,30.7,30.7,1.0333333333333339,-1.2399145704793544,-0.08503401360544217,1
EE,2012,Estonia,19.1,280.0,98.0,35.0,40.0,14.0,19.2,0.5521,3.1,13650,6990,30.5,35.0,12.5,14.285714285714286,5.0,23.3,18.0,301.0,305.0,59.800664451827245,65.90163934426229,0.0,0.0,14.617940199335548,10.163934426229508,8.970099667774086,7.868852459016393,14.5,9.0,0.5404,0.5409,2.99,3.29,12590.0,11060.0,6350.0,5800.0,30.6,30.7,-0.6333333333333329,-9.473942969518191,4.166666666666667,1
EE,2013,Estonia,17.6,293.0,40.0,163.0,37.0,15.0,14.7,0.5315,2.87,14520,7560,30.3,13.651877133105803,55.63139931740614,12.627986348122867,5.1194539249146755,19.1,23.3,280.0,301.0,35.0,59.800664451827245,12.5,0.0,14.285714285714286,14.617940199335548,5.0,8.970099667774086,19.2,14.5,0.5521,0.5404,3.1,2.99,13650.0,12590.0,6990.0,6350.0,30.5,30.6,-0.13333333333333286,-17.416587403718832,18.543799772468713,1
EE,2014,Estonia,31.1,357.0,23.0,169.0,95.0,17.0,11.3,0.5775,2.9,15480,7950,30.3,6.442577030812325,47.338935574229694,26.610644257703083,4.761904761904762,17.6,19.1,293.0,280.0,13.651877133105803,35.0,55.63139931740614,12.5,12.627986348122867,14.285714285714286,5.1194539249146755,5.0,14.7,19.2,0.5315,0.5521,2.87,3.1,14520.0,13650.0,7560.0,6990.0,30.3,30.5,2.6,-17.786029140338307,15.779645191409898,1
EE,2015,Estonia,28.3,359.0,26.0,185.0,89.0,13.0,11.4,0.5928,3.0,16000,8360,30.3,7.242339832869081,51.532033426183844,24.79108635097493,3.6211699164345403,31.1,17.6,357.0,293.0,6.442577030812325,13.651877133105803,47.338935574229694,55.63139931740614,26.610644257703083,12.627986348122867,4.761904761904762,5.1194539249146755,11.3,14.7,0.5775,0.5315,2.9,2.87,15480.0,14520.0,7950.0,7560.0,30.3,30.3,3.0666666666666664,-9.252553389043639,13.010677808727948,1
EE,2016,Estonia,27.9,376.0,39.0,184.0,95.0,10.0,11.9,0.6319,3.24,16860,8840,30.3,10.372340425531915,48.93617021276596,25.26595744680851,2.6595744680851063,28.3,31.1,359.0,357.0,7.242339832869081,6.442577030812325,51.532033426183844,47.338935574229694,24.79108635097493,26.610644257703083,3.6211699164345403,4.761904761904762,11.4,11.3,0.5928,0.5775,3.0,2.9,16000.0,15480.0,8360.0,7950.0,30.3,30.3,3.4333333333333322,-1.0931789025246292,-2.2317430348800613,1
EE,2017,Estonia,28.2,390.0,75.0,165.0,96.0,14.0,12.5,0.5613,3.14,18480,9460,30.3,19.23076923076923,42.30769230769231,24.615384615384617,3.58974358974359,27.9,28.3,376.0,359.0,10.372340425531915,7.242339832869081,48.93617021276596,51.532033426183844,25.26595744680851,24.79108635097493,2.6595744680851063,3.6211699164345403,11.9,11.4,0.6319,0.5928,3.24,3.0,16860.0,16000.0,8840.0,8360.0,30.3,30.3,-0.9666666666666673,4.262730733318969,-1.6770810888457959,1
EE,2018,Estonia,28.0,405.0,87.0,167.0,98.0,15.0,13.8,0.5622,2.96,20040,10230,30.4,21.48148148148148,41.23456790123457,24.19753086419753,3.7037037037037037,28.2,27.9,390.0,376.0,19.23076923076923,10.372340425531915,42.30769230769231,48.93617021276596,24.615384615384617,25.26595744680851,3.58974358974359,2.6595744680851063,12.5,11.9,0.5613,0.6319,3.14,3.24,18480.0,16860.0,9460.0,8840.0,30.3,30.3,-0.10000000000000024,4.7463805495374665,-3.4324885083164247,1
EE,2019,Estonia,30.8,369.0,64.0,167.0,104.0,9.0,15.2,0.6454,3.42,21490,10930,30.5,17.344173441734416,45.25745257452574,28.18428184281843,2.4390243902439024,28.0,28.2,405.0,390.0,21.48148148148148,19.23076923076923,41.23456790123457,42.30769230769231,24.19753086419753,24.615384615384617,3.7037037037037037,3.58974358974359,13.8,12.5,0.5622,0.5613,2.96,3.14,20040.0,18480.0,10230.0,9460.0,30.4,30.3,0.9666666666666673,2.323944338734167,-1.2262392127467383,1
EE,2020,Estonia,28.9,383.0,56.0,164.0,100.0,10.0,16.3,0.6558,2.68,20960,10650,30.5,14.621409921671018,42.819843342036556,26.109660574412533,2.6109660574412534,30.8,28.0,369.0,405.0,17.344173441734416,21.48148148148148,45.25745257452574,41.23456790123457,28.18428184281843,24.19753086419753,2.4390243902439024,3.7037037037037037,15.2,13.8,0.6454,0.5622,3.42,2.96,21490.0,20040.0,10930.0,10230.0,30.5,30.4,0.2333333333333331,-1.536453103032737,0.17071701144808316,1
EE,2021,Estonia,30.3,395.0,78.0,192.0,107.0,13.0,19.9,0.7326,2.6,23650,11910,30.6,19.746835443037973,48.607594936708864,27.088607594936708,3.2911392405063293,28.9,30.8,383.0,369.0,14.621409921671018,17.344173441734416,42.819843342036556,45.25745257452574,26.109660574412533,28.18428184281843,2.6109660574412534,2.4390243902439024,16.3,15.2,0.6558,0.6454,2.68,3.42,20960.0,21490.0,10650.0,10930.0,30.5,30.5,0.7666666666666669,-0.5782153461478359,2.4576756784914315,1
EE,2022,Estonia,33.4,373.0,49.0,157.0,95.0,28.0,21.8,0.7105,2.55,27260,14390,31.3,13.136729222520108,42.0911528150134,25.469168900804288,7.506702412868632,30.3,28.9,395.0,383.0,19.746835443037973,14.621409921671018,48.607594936708864,42.819843342036556,27.088607594936708,26.109660574412533,3.2911392405063293,2.6109660574412534,19.9,16.3,0.7326,0.6558,2.6,2.68,23650.0,20960.0,11910.0,10650.0,30.6,30.5,0.8666666666666659,-1.4024814064047693,-1.0554332531707804,1
EE,2023,Estonia,37.9,373.0,2.0,159.0,106.0,36.0,20.5,0.7412,2.59,28080,15060,31.8,0.5361930294906166,42.62734584450402,28.41823056300268,9.651474530831099,33.4,30.3,373.0,395.0,13.136729222520108,19.746835443037973,42.0911528150134,48.607594936708864,25.469168900804288,27.088607594936708,7.506702412868632,3.2911392405063293,21.8,19.9,0.7105,0.7326,2.55,2.6,27260.0,23650.0,14390.0,11910.0,31.3,30.6,3.0,-4.695072297393467,-0.06416583251084518,1
EL,2005,Greece,11.8,442.0,391.0,0.0,49.0,3.0,,1.1516,2.16,17730,11650,84.0,88.46153846153847,0.0,11.085972850678733,0.6787330316742082,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
EL,2006,Greece,12.8,447.0,390.0,0.0,50.0,7.0,,1.2477,2.07,19450,12210,84.2,87.24832214765101,0.0,11.185682326621924,1.5659955257270695,11.8,,442.0,,88.46153846153847,,0.0,,11.085972850678733,,0.6787330316742082,,,,1.1516,,2.16,,17730.0,,11650.0,,84.0,,,,,1
EL,2007,Greece,20.0,453.0,362.0,0.0,82.0,9.0,,0.9439,2.11,20750,13180,84.5,79.91169977924945,0.0,18.101545253863133,1.9867549668874172,12.8,11.8,447.0,442.0,87.24832214765101,88.46153846153847,0.0,0.0,11.185682326621924,11.085972850678733,1.5659955257270695,0.6787330316742082,,,1.2477,1.1516,2.07,2.16,19450.0,17730.0,12210.0,11650.0,84.2,84.0,,,,1
EL,2008,Greece,17.7,458.0,377.0,0.0,72.0,9.0,,0.9526,2.08,21550,14150,84.7,82.31441048034935,0.0,15.720524017467248,1.965065502183406,20.0,12.8,453.0,447.0,79.91169977924945,87.24832214765101,0.0,0.0,18.101545253863133,11.185682326621924,1.9867549668874172,1.5659955257270695,,,0.9439,1.2477,2.11,2.07,20750.0,19450.0,13180.0,12210.0,84.5,84.2,1.9666666666666661,-2.049042660396372,0.0,1
EL,2009,Greece,18.9,464.0,376.0,0.0,84.0,3.0,,1.0593,2.11,21100,13980,84.9,81.03448275862068,0.0,18.103448275862068,0.646551724137931,17.7,20.0,458.0,453.0,82.31441048034935,79.91169977924945,0.0,0.0,15.720524017467248,18.101545253863133,1.965065502183406,1.9867549668874172,,,0.9526,0.9439,2.08,2.11,21550.0,20750.0,14150.0,13180.0,84.7,84.5,2.0333333333333328,-2.071279796343442,0.0,1
EL,2010,Greece,17.1,532.0,441.0,0.0,78.0,13.0,2.5,1.1404,2.67,20100,13420,85.0,82.89473684210526,0.0,14.661654135338345,2.443609022556391,18.9,17.7,464.0,458.0,81.03448275862068,82.31441048034935,0.0,0.0,18.103448275862068,15.720524017467248,0.646551724137931,1.965065502183406,,,1.0593,0.9526,2.11,2.08,21100.0,21550.0,13980.0,14150.0,84.9,84.7,-0.9666666666666662,0.9943456876186048,0.0,1
EL,2011,Greece,17.8,503.0,412.0,1.0,75.0,14.0,2.0,1.1277,2.96,18320,12730,84.1,81.90854870775348,0.1988071570576541,14.910536779324056,2.783300198807157,17.1,18.9,532.0,464.0,82.89473684210526,81.03448275862068,0.0,0.0,14.661654135338345,18.103448275862068,2.443609022556391,0.646551724137931,2.5,,1.1404,1.0593,2.67,2.11,20100.0,21100.0,13420.0,13980.0,85.0,84.9,0.033333333333333805,-0.13528725753195658,0.06626905235255136,1
EL,2012,Greece,17.0,495.0,408.0,3.0,68.0,16.0,1.8,1.1217,3.73,16830,11720,83.6,82.42424242424242,0.6060606060606061,13.737373737373737,3.2323232323232323,17.8,17.1,503.0,532.0,81.90854870775348,82.89473684210526,0.1988071570576541,0.0,14.910536779324056,14.661654135338345,2.783300198807157,2.443609022556391,2.0,2.5,1.1277,1.1404,2.96,2.67,18320.0,20100.0,12730.0,13420.0,84.1,85.0,-0.6333333333333329,0.46325322187391293,0.20202020202020202,1
EL,2013,Greece,15.8,482.0,403.0,,59.0,17.0,1.7,1.1809,4.06,16240,11240,83.0,83.60995850622406,,12.240663900414937,3.5269709543568464,17.0,17.8,495.0,503.0,82.42424242424242,81.90854870775348,0.6060606060606061,0.1988071570576541,13.737373737373737,14.910536779324056,3.2323232323232323,2.783300198807157,1.8,2.0,1.1217,1.1277,3.73,2.96,16830.0,18320.0,11720.0,12730.0,83.6,84.1,-0.43333333333333357,0.2384072213729335,,1
EL,2014,Greece,15.4,488.0,410.0,,60.0,15.0,1.3,1.1568,4.13,16160,11060,82.5,84.01639344262296,,12.295081967213115,3.0737704918032787,15.8,17.0,482.0,495.0,83.60995850622406,82.42424242424242,,0.6060606060606061,12.240663900414937,13.737373737373737,3.5269709543568464,3.2323232323232323,1.7,1.8,1.1809,1.1217,4.06,3.73,16240.0,16830.0,11240.0,11720.0,83.0,83.6,-0.8000000000000002,0.7026149116231579,,1
EL,2015,Greece,15.8,488.0,409.0,,65.0,12.0,1.8,1.2112,4.22,16210,11030,82.7,83.81147540983606,,13.319672131147541,2.459016393442623,15.4,15.8,488.0,482.0,84.01639344262296,83.60995850622406,,,12.295081967213115,12.240663900414937,3.0737704918032787,3.5269709543568464,1.3,1.7,1.1568,1.1809,4.13,4.06,16160.0,16240.0,11060.0,11240.0,82.5,83.0,-0.39999999999999974,0.4624109951978805,,1
EL,2016,Greece,17.2,498.0,410.0,3.0,69.0,17.0,2.1,1.2823,4.17,16190,11020,82.4,82.3293172690763,0.6024096385542169,13.855421686746988,3.4136546184738954,15.8,15.4,488.0,488.0,83.81147540983606,84.01639344262296,,,13.319672131147541,12.295081967213115,2.459016393442623,3.0737704918032787,1.8,1.3,1.2112,1.1568,4.22,4.13,16210.0,16160.0,11030.0,11060.0,82.7,82.5,0.4666666666666662,-0.42688041238258734,,1
EL,2017,Greece,18.9,504.0,403.0,5.0,74.0,21.0,2.5,1.3204,4.37,16490,11360,82.2,79.96031746031746,0.9920634920634921,14.682539682539682,4.166666666666667,17.2,15.8,498.0,488.0,82.3293172690763,83.81147540983606,0.6024096385542169,,13.855421686746988,13.319672131147541,3.4136546184738954,2.459016393442623,2.1,1.8,1.2823,1.2112,4.17,4.22,16190.0,16210.0,11020.0,11030.0,82.4,82.7,1.166666666666666,-1.352025327435167,,1
EL,2018,Greece,20.1,515.0,403.0,8.0,77.0,26.0,3.0,1.3853,4.1,16830,11650,82.5,78.25242718446601,1.5533980582524272,14.951456310679612,5.048543689320389,18.9,17.2,504.0,498.0,79.96031746031746,82.3293172690763,0.9920634920634921,0.6024096385542169,14.682539682539682,13.855421686746988,4.166666666666667,3.4136546184738954,2.5,2.1,1.3204,1.2823,4.37,4.17,16490.0,16190.0,11360.0,11020.0,82.2,82.4,1.4333333333333336,-1.8530160751233495,,1
EL,2019,Greece,21.0,524.0,407.0,7.0,84.0,26.0,3.4,1.4943,4.16,17270,11980,82.4,77.67175572519083,1.3358778625954197,16.03053435114504,4.961832061068702,20.1,18.9,515.0,504.0,78.25242718446601,79.96031746031746,1.5533980582524272,0.9920634920634921,14.951456310679612,14.682539682539682,5.048543689320389,4.166666666666667,3.0,2.5,1.3853,1.3204,4.1,4.37,16830.0,16490.0,11650.0,11360.0,82.5,82.2,1.2666666666666668,-1.552520514628488,0.24448940801373428,1
EL,2020,Greece,18.1,499.0,400.0,8.0,82.0,8.0,4.2,1.5426,4.07,15660,11130,82.4,80.16032064128257,1.6032064128256514,16.432865731462925,1.6032064128256514,21.0,20.1,524.0,515.0,77.67175572519083,78.25242718446601,1.3358778625954197,1.5533980582524272,16.03053435114504,14.951456310679612,4.961832061068702,5.048543689320389,3.4,3.0,1.4943,1.3853,4.16,4.1,17270.0,16830.0,11980.0,11650.0,82.4,82.5,-0.2666666666666657,0.06666772698837065,0.20371430692071976,1
EL,2021,Greece,17.5,509.0,411.0,8.0,81.0,8.0,5.3,1.6426,4.17,17350,11870,82.3,80.74656188605108,1.5717092337917484,15.913555992141454,1.5717092337917484,18.1,21.0,499.0,524.0,80.16032064128257,77.67175572519083,1.6032064128256514,1.3358778625954197,16.432865731462925,16.03053435114504,1.6032064128256514,4.961832061068702,4.2,3.4,1.5426,1.4943,4.07,4.16,15660.0,17270.0,11130.0,11980.0,82.4,82.4,-0.8666666666666671,0.8313782338616894,0.006103725179773756,1
EL,2022,Greece,17.3,519.0,420.0,8.0,82.0,7.0,6.3,1.7054,5.62,19570,13880,80.3,80.92485549132948,1.5414258188824663,15.79961464354528,1.348747591522158,17.5,18.1,509.0,499.0,80.74656188605108,80.16032064128257,1.5717092337917484,1.6032064128256514,15.913555992141454,16.432865731462925,1.5717092337917484,1.6032064128256514,5.3,4.2,1.6426,1.5426,4.17,4.07,17350.0,15660.0,11870.0,11130.0,82.3,82.4,-1.2333333333333332,1.0843665887128822,0.06851598542901553,1
EL,2023,Greece,17.4,523.0,422.0,9.0,83.0,7.0,5.2,1.7633,4.12,21300,14740,80.0,80.68833652007648,1.7208413001912046,15.869980879541108,1.338432122370937,17.3,17.5,519.0,509.0,80.92485549132948,80.74656188605108,1.5414258188824663,1.5717092337917484,15.79961464354528,15.913555992141454,1.348747591522158,1.5717092337917484,6.3,5.3,1.7054,1.6426,5.62,4.17,19570.0,17350.0,13880.0,11870.0,80.3,82.3,-0.23333333333333428,0.17600529293130288,0.03921162912185109,1
ES,2005,Spain,31.4,588.0,288.0,44.0,84.0,100.0,,1.1916,1.9,21260,12360,86.3,48.97959183673469,7.482993197278912,14.285714285714286,17.006802721088434,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
ES,2006,Spain,31.2,590.0,353.0,54.0,82.0,102.0,,1.1832,1.83,22650,13110,87.7,59.83050847457627,9.152542372881356,13.898305084745763,17.28813559322034,31.4,,588.0,,48.97959183673469,,7.482993197278912,,14.285714285714286,,17.006802721088434,,,,1.1916,,1.9,,21260.0,,12360.0,,86.3,,,,,1
ES,2007,Spain,30.6,578.0,344.0,57.0,77.0,99.0,,1.1961,1.77,23820,13750,90.1,59.515570934256054,9.86159169550173,13.321799307958477,17.1280276816609,31.2,31.4,590.0,588.0,59.83050847457627,48.97959183673469,9.152542372881356,7.482993197278912,13.898305084745763,14.285714285714286,17.28813559322034,17.006802721088434,,,1.1832,1.1916,1.83,1.9,22650.0,21260.0,13110.0,12360.0,87.7,86.3,,,,1
ES,2008,Spain,39.7,551.0,285.0,47.0,85.0,134.0,,1.3854,1.63,24190,13920,91.6,51.724137931034484,8.52994555353902,15.426497277676951,24.319419237749546,30.6,31.2,578.0,590.0,59.515570934256054,59.83050847457627,9.86159169550173,9.152542372881356,13.321799307958477,13.898305084745763,17.1280276816609,17.28813559322034,,,1.1961,1.1832,1.77,1.83,23820.0,22650.0,13750.0,13110.0,90.1,87.7,2.766666666666668,0.9148486980999309,0.34898411875336954,1
ES,2009,Spain,33.2,542.0,314.0,48.0,82.0,97.0,,1.6353,1.62,23140,13190,92.4,57.93357933579336,8.85608856088561,15.129151291512915,17.89667896678967,39.7,30.6,551.0,578.0,51.724137931034484,59.515570934256054,8.52994555353902,9.86159169550173,15.426497277676951,13.321799307958477,24.319419237749546,17.1280276816609,,,1.3854,1.1961,1.63,1.77,24190.0,23820.0,13920.0,13750.0,91.6,90.1,0.6666666666666679,-0.6323097129276363,-0.09881793733191557,1
ES,2010,Spain,29.2,510.0,318.0,44.0,90.0,59.0,10.4,1.8414,1.64,23130,13450,92.8,62.35294117647059,8.627450980392156,17.647058823529413,11.568627450980392,33.2,39.7,542.0,551.0,57.93357933579336,51.724137931034484,8.85608856088561,8.52994555353902,15.129151291512915,15.426497277676951,17.89667896678967,24.319419237749546,,,1.6353,1.3854,1.62,1.63,23140.0,24190.0,13190.0,13920.0,92.4,91.6,-0.4666666666666674,0.9457900807381776,-0.41138023836985776,1
